Report_Date,Borough,Community_Districts,Census_Type,Adult_Family_Commercial_Hotel,Adult_Family_Shelter,Adult_Shelter,Adult_Shelter_Commercial_Hotel,Family_Cluster,Family_with_Children_Commercial_Hotel,Family_with_Children_Shelter
8/31/19,Queens,10,Individuals,332,,163,58,,442,
8/31/19,Queens,11,Individuals,,,,,,,
8/31/19,Queens,12,Individuals,,269,341,1059,,477,1046
8/31/19,Queens,13,Individuals,,,,558,,254,846
8/31/19,Queens,14,Individuals,,311,,,,185,179
8/31/19,Staten Island,1,Individuals,,,,,,,139
8/31/19,Staten Island,2,Individuals,,,,,,,
8/31/19,Staten Island,3,Individuals,,,,,,,
9/30/19,Bronx,1,Individuals,,187,222,,159,84,1264
9/30/19,Bronx,2,Individuals,,197,,,229,,811
9/30/19,Bronx,3,Individuals,,338,588,,150,276,1389
9/30/19,Bronx,4,Individuals,,,425,72,1065,,2044
9/30/19,Bronx,5,Individuals,,238,494,,913,,1089
9/30/19,Bronx,6,Individuals,,94,127,93,355,,2312
9/30/19,Bronx,7,Individuals,,110,627,,263,,311
9/30/19,Bronx,8,Individuals,,,,,,,246
9/30/19,Bronx,9,Individuals,,,99,,468,,223
9/30/19,Bronx,10,Individuals,,,,,,,585
9/30/19,Bronx,11,Individuals,,,,,,,
9/30/19,Bronx,12,Individuals,,,107,,,,279
9/30/19,Brooklyn,1,Individuals,,166,657,,,93,
9/30/19,Brooklyn,2,Individuals,,186,375,,,,70
9/30/19,Brooklyn,3,Individuals,,,570,,244,205,665
9/30/19,Brooklyn,4,Individuals,,,403,57,60,174,840
9/30/19,Brooklyn,5,Individuals,,,934,238,,271,854
9/30/19,Brooklyn,6,Individuals,,,99,418,,,
9/30/19,Brooklyn,7,Individuals,,,185,96,,612,13
9/30/19,Brooklyn,8,Individuals,,64,518,89,,,502
9/30/19,Brooklyn,9,Individuals,,,359,,,,440
9/30/19,Brooklyn,10,Individuals,,,,,,,
9/30/19,Brooklyn,11,Individuals,,,,,,,
9/30/19,Brooklyn,12,Individuals,,,85,,,,127
9/30/19,Brooklyn,13,Individuals,,,,,,135,
9/30/19,Brooklyn,14,Individuals,,,,,,,96
9/30/19,Brooklyn,15,Individuals,,,,,,,204
9/30/19,Brooklyn,16,Individuals,,,664,111,,389,2549
9/30/19,Brooklyn,17,Individuals,,,,134,,,882
9/30/19,Brooklyn,18,Individuals,,364,,,,,844
9/30/19,Manhattan,1,Individuals,,,,,,143,
9/30/19,Manhattan,2,Individuals,,,,,,,
9/30/19,Manhattan,3,Individuals,,,787,238,32,146,368
9/30/19,Manhattan,4,Individuals,,145,342,,,630,
9/30/19,Manhattan,5,Individuals,,320,,,,2046,347
9/30/19,Manhattan,6,Individuals,,,845,,,,
9/30/19,Manhattan,7,Individuals,,198,307,,,,620
9/30/19,Manhattan,8,Individuals,,,76,,,,
9/30/19,Manhattan,9,Individuals,,,,,53,,800
9/30/19,Manhattan,10,Individuals,,398,563,,52,,847
9/30/19,Manhattan,11,Individuals,,,1366,,280,,663
9/30/19,Manhattan,12,Individuals,,,286,,,121,
9/30/19,Queens,1,Individuals,,,200,,,249,386
9/30/19,Queens,2,Individuals,,296,,,,613,220
9/30/19,Queens,3,Individuals,,,,90,,,889
9/30/19,Queens,4,Individuals,,,,158,,122,512
9/30/19,Queens,5,Individuals,,,,,,,
9/30/19,Queens,6,Individuals,,,,,,,
9/30/19,Queens,7,Individuals,,,99,,,151,
9/30/19,Queens,8,Individuals,,,,,,,320
9/30/19,Queens,9,Individuals,,,109,,,,
9/30/19,Queens,10,Individuals,327,,165,55,,453,
9/30/19,Queens,11,Individuals,,,,,,,
9/30/19,Queens,12,Individuals,,274,336,1039,,411,1144
9/30/19,Queens,13,Individuals,,,,550,,251,846
9/30/19,Queens,14,Individuals,,313,,,,202,180
9/30/19,Staten Island,1,Individuals,,,,,,,142
9/30/19,Staten Island,2,Individuals,,,,,,,
9/30/19,Staten Island,3,Individuals,,,,,,,
10/31/19,Bronx,1,Individuals,,188,218,,166,90,1251
10/31/19,Bronx,2,Individuals,,191,,,250,,815
10/31/19,Bronx,3,Individuals,,340,604,,153,289,1395
10/31/19,Bronx,4,Individuals,,,436,76,1079,,2054
10/31/19,Bronx,5,Individuals,,248,493,,897,,1102
10/31/19,Bronx,6,Individuals,,109,115,90,348,,2245
10/31/19,Bronx,7,Individuals,,114,622,,275,,324
10/31/19,Bronx,8,Individuals,,,,,,,251
10/31/19,Bronx,9,Individuals,,,101,,469,,233
10/31/19,Bronx,10,Individuals,,,,,,,593
10/31/19,Bronx,11,Individuals,,,,,,,
10/31/19,Bronx,12,Individuals,,,106,,,,255
10/31/19,Brooklyn,1,Individuals,,163,708,,,96,
10/31/19,Brooklyn,2,Individuals,,183,377,,,,71
10/31/19,Brooklyn,3,Individuals,,,561,,254,214,668
10/31/19,Brooklyn,4,Individuals,,,398,60,65,173,849
10/31/19,Brooklyn,5,Individuals,,,946,248,,266,835
10/31/19,Brooklyn,6,Individuals,,,96,417,,,
10/31/19,Brooklyn,7,Individuals,,,189,100,,646,13
10/31/19,Brooklyn,8,Individuals,,68,511,90,,,497
10/31/19,Brooklyn,9,Individuals,,,357,,,,443
10/31/19,Brooklyn,10,Individuals,,,,,,,
10/31/19,Brooklyn,11,Individuals,,,,,,,
10/31/19,Brooklyn,12,Individuals,,,123,,,,129
10/31/19,Brooklyn,13,Individuals,,,,,,140,
10/31/19,Brooklyn,14,Individuals,,,,,,,98
10/31/19,Brooklyn,15,Individuals,,,,,,,204
10/31/19,Brooklyn,16,Individuals,,,660,110,,386,2554
10/31/19,Brooklyn,17,Individuals,,,,135,,,863
10/31/19,Brooklyn,18,Individuals,,367,,,,,837
10/31/19,Manhattan,1,Individuals,,,,,,144,
10/31/19,Manhattan,2,Individuals,,,,,,,
10/31/19,Manhattan,3,Individuals,,,779,237,39,153,380
10/31/19,Manhattan,4,Individuals,,90,378,,,642,
10/31/19,Manhattan,5,Individuals,,317,,,,2100,359
10/31/19,Manhattan,6,Individuals,,,865,,,,
10/31/19,Manhattan,7,Individuals,,212,192,,,,611
10/31/19,Manhattan,8,Individuals,,,80,,,,
10/31/19,Manhattan,9,Individuals,,,,,55,,785
10/31/19,Manhattan,10,Individuals,,408,553,,55,,854
10/31/19,Manhattan,11,Individuals,,,1349,,260,,678
10/31/19,Manhattan,12,Individuals,,,284,,,120,
10/31/19,Queens,1,Individuals,,,198,,,259,377
10/31/19,Queens,2,Individuals,,314,,,,623,240
10/31/19,Queens,3,Individuals,,,,86,,,878
10/31/19,Queens,4,Individuals,,,,162,,123,515
10/31/19,Queens,5,Individuals,,,,,,,
10/31/19,Queens,6,Individuals,,,,,,,
10/31/19,Queens,7,Individuals,,,126,,,156,
10/31/19,Queens,8,Individuals,,,,,,,314
10/31/19,Queens,9,Individuals,,,109,,,,
10/31/19,Queens,10,Individuals,359,,174,59,,453,
10/31/19,Queens,11,Individuals,,,,,,,
10/31/19,Queens,12,Individuals,,283,350,1080,,403,1144
10/31/19,Queens,13,Individuals,,,,561,,243,838
10/31/19,Queens,14,Individuals,,330,,,,206,172
10/31/19,Staten Island,1,Individuals,,,,,,,135
10/31/19,Staten Island,2,Individuals,,,,,,,
10/31/19,Staten Island,3,Individuals,,,,,,,
11/30/19,Bronx,1,Individuals,,189,219,,147,84,1254
11/30/19,Bronx,2,Individuals,,194,,,244,,824
11/30/19,Bronx,3,Individuals,,338,551,,142,293,1463
11/30/19,Bronx,4,Individuals,,,437,76,1108,,2051
11/30/19,Bronx,5,Individuals,,246,493,,927,,1114
11/30/19,Bronx,6,Individuals,,108,106,93,336,,2300
11/30/19,Bronx,7,Individuals,,112,623,,275,,325
11/30/19,Bronx,8,Individuals,,,,,,,258
11/30/19,Bronx,9,Individuals,,,101,,485,,189
11/30/19,Bronx,10,Individuals,,,,,,,578
11/30/19,Bronx,11,Individuals,,,,,,,
11/30/19,Bronx,12,Individuals,,,107,,,,274
11/30/19,Brooklyn,1,Individuals,,152,679,,,95,
11/30/19,Brooklyn,2,Individuals,,184,377,,,,70
11/30/19,Brooklyn,3,Individuals,,,570,,243,211,638
11/30/19,Brooklyn,4,Individuals,,,398,62,66,173,864
11/30/19,Brooklyn,5,Individuals,,,951,252,,262,861
11/30/19,Brooklyn,6,Individuals,,,99,421,,,
11/30/19,Brooklyn,7,Individuals,,,186,96,,634,
11/30/19,Brooklyn,8,Individuals,,64,546,89,,,492
11/30/19,Brooklyn,9,Individuals,,,355,,,,433
11/30/19,Brooklyn,10,Individuals,,,,,,,
11/30/19,Brooklyn,11,Individuals,,,,,,,
11/30/19,Brooklyn,12,Individuals,,,128,,,,132
11/30/19,Brooklyn,13,Individuals,,,,,,139,
11/30/19,Brooklyn,14,Individuals,,,,,,,97
11/30/19,Brooklyn,15,Individuals,,,,,,,213
11/30/19,Brooklyn,16,Individuals,,,654,113,,409,2570
11/30/19,Brooklyn,17,Individuals,,,,135,,,714
11/30/19,Brooklyn,18,Individuals,,361,,,,,850
11/30/19,Manhattan,1,Individuals,,,,,,144,
11/30/19,Manhattan,2,Individuals,,,,,,,
11/30/19,Manhattan,3,Individuals,,,747,237,37,159,360
11/30/19,Manhattan,4,Individuals,,76,386,,,650,
11/30/19,Manhattan,5,Individuals,,329,,,,2100,340
11/30/19,Manhattan,6,Individuals,,,908,,,,
11/30/19,Manhattan,7,Individuals,,214,250,,,,632
11/30/19,Manhattan,8,Individuals,,,78,,,,
11/30/19,Manhattan,9,Individuals,,,,,39,,787
11/30/19,Manhattan,10,Individuals,,396,559,,39,,857
11/30/19,Manhattan,11,Individuals,,,1345,,212,,662
11/30/19,Manhattan,12,Individuals,,,321,,,119,
11/30/19,Queens,1,Individuals,,,200,,,242,368
11/30/19,Queens,2,Individuals,,314,,,,623,227
11/30/19,Queens,3,Individuals,,,,85,,,868
11/30/19,Queens,4,Individuals,,,,160,,111,506
11/30/19,Queens,5,Individuals,,,,,,,
11/30/19,Queens,6,Individuals,,,,,,,
11/30/19,Queens,7,Individuals,,,175,,,147,
11/30/19,Queens,8,Individuals,,,,,,,311
11/30/19,Queens,9,Individuals,,,112,,,,
11/30/19,Queens,10,Individuals,342,,171,58,,445,
11/30/19,Queens,11,Individuals,,,,,,,
11/30/19,Queens,12,Individuals,,275,347,1072,,400,1187
11/30/19,Queens,13,Individuals,,,,554,,248,854
11/30/19,Queens,14,Individuals,,306,,,,214,172
11/30/19,Staten Island,1,Individuals,,,,,,,130
11/30/19,Staten Island,2,Individuals,,,,,,,
11/30/19,Staten Island,3,Individuals,,,,,,,
12/31/19,Bronx,1,Individuals,,188,216,,114,84,1234
12/31/19,Bronx,2,Individuals,,187,,,237,,828
12/31/19,Bronx,3,Individuals,,334,585,,144,296,1473
12/31/19,Bronx,4,Individuals,,,428,66,1078,,2014
12/31/19,Bronx,5,Individuals,,246,487,,909,,1163
12/31/19,Bronx,6,Individuals,,105,102,93,283,,2253
12/31/19,Bronx,7,Individuals,,112,619,,272,,327
12/31/19,Bronx,8,Individuals,,,,,,,253
12/31/19,Bronx,9,Individuals,,,101,,464,,189
12/31/19,Bronx,10,Individuals,,,,,,,587
12/31/19,Bronx,11,Individuals,,,,,,,
12/31/19,Bronx,12,Individuals,,,103,,,,276
12/31/19,Brooklyn,1,Individuals,,160,670,,,95,
12/31/19,Brooklyn,2,Individuals,,210,372,,,,64
12/31/19,Brooklyn,3,Individuals,,,444,,235,213,613
12/31/19,Brooklyn,4,Individuals,,,397,53,69,162,854
12/31/19,Brooklyn,5,Individuals,,,910,242,,248,835
12/31/19,Brooklyn,6,Individuals,,,92,420,,,
12/31/19,Brooklyn,7,Individuals,,,176,99,,617,
12/31/19,Brooklyn,8,Individuals,,64,528,87,,,488
12/31/19,Brooklyn,9,Individuals,,,349,,,,447
12/31/19,Brooklyn,10,Individuals,,,,,,,
12/31/19,Brooklyn,11,Individuals,,,,,,,
12/31/19,Brooklyn,12,Individuals,,,114,,,,133
12/31/19,Brooklyn,13,Individuals,,,,,,132,
12/31/19,Brooklyn,14,Individuals,,,,,,,92
12/31/19,Brooklyn,15,Individuals,,,,,,,203
12/31/19,Brooklyn,16,Individuals,,,634,103,,405,2565
12/31/19,Brooklyn,17,Individuals,,,,129,,,695
12/31/19,Brooklyn,18,Individuals,,365,,,,,835
12/31/19,Manhattan,1,Individuals,,,,,,141,
12/31/19,Manhattan,2,Individuals,,,,,,,
12/31/19,Manhattan,3,Individuals,,,709,240,33,145,351
12/31/19,Manhattan,4,Individuals,,67,382,,,606,
12/31/19,Manhattan,5,Individuals,,319,,,,2095,351
12/31/19,Manhattan,6,Individuals,,,933,,,,
12/31/19,Manhattan,7,Individuals,,212,300,,,,598
12/31/19,Manhattan,8,Individuals,,,79,,,,
12/31/19,Manhattan,9,Individuals,,,,,33,,752
12/31/19,Manhattan,10,Individuals,,407,549,,29,,852
12/31/19,Manhattan,11,Individuals,,,1314,,165,,628
12/31/19,Manhattan,12,Individuals,,,383,,,129,
12/31/19,Queens,1,Individuals,,,199,,,245,379
12/31/19,Queens,2,Individuals,,312,,,,597,233
12/31/19,Queens,3,Individuals,,,,91,,,870
12/31/19,Queens,4,Individuals,,,,163,,94,506
12/31/19,Queens,5,Individuals,,,,,,,
12/31/19,Queens,6,Individuals,,,,,,,
12/31/19,Queens,7,Individuals,,,258,,,144,
12/31/19,Queens,8,Individuals,,,,,,,309
12/31/19,Queens,9,Individuals,,,113,,,,
12/31/19,Queens,10,Individuals,318,,170,54,,426,
12/31/19,Queens,11,Individuals,,,,,,,
12/31/19,Queens,12,Individuals,,279,341,1065,,399,1183
12/31/19,Queens,13,Individuals,,,,546,,219,842
12/31/19,Queens,14,Individuals,,306,,,,200,167
12/31/19,Staten Island,1,Individuals,,,,,,,129
12/31/19,Staten Island,2,Individuals,,,,,,,
12/31/19,Staten Island,3,Individuals,,,,,,,
1/31/20,Bronx,1,Individuals,,185,223,,153,75,1258
1/31/20,Bronx,2,Individuals,,189,,,226,,843
1/31/20,Bronx,3,Individuals,,316,579,,144,298,1509
1/31/20,Bronx,4,Individuals,,,426,,1086,,1983
1/31/20,Bronx,5,Individuals,,248,491,,911,,1174
1/31/20,Bronx,6,Individuals,,96,112,91,330,,2249
1/31/20,Bronx,7,Individuals,,113,627,,274,,307
1/31/20,Bronx,8,Individuals,,,,,,,249
1/31/20,Bronx,9,Individuals,,,101,,467,,179
1/31/20,Bronx,10,Individuals,,,,,,,571
1/31/20,Bronx,11,Individuals,,,,,,,
1/31/20,Bronx,12,Individuals,,,108,,,,279
1/31/20,Brooklyn,1,Individuals,,166,738,,,93,
1/31/20,Brooklyn,2,Individuals,,170,375,,,,70
1/31/20,Brooklyn,3,Individuals,,,546,,226,201,598
1/31/20,Brooklyn,4,Individuals,,,400,61,63,173,833
1/31/20,Brooklyn,5,Individuals,,,925,254,,264,821
1/31/20,Brooklyn,6,Individuals,,,97,429,,,
1/31/20,Brooklyn,7,Individuals,,,182,146,,605,
1/31/20,Brooklyn,8,Individuals,,64,577,88,,,500
1/31/20,Brooklyn,9,Individuals,,,361,,,,442
1/31/20,Brooklyn,10,Individuals,,,,,,,
1/31/20,Brooklyn,11,Individuals,,,,,,,
1/31/20,Brooklyn,12,Individuals,,,125,,,,131
1/31/20,Brooklyn,13,Individuals,,,,,,127,
1/31/20,Brooklyn,14,Individuals,,,,,,,92
1/31/20,Brooklyn,15,Individuals,,,,,,,207
1/31/20,Brooklyn,16,Individuals,,,647,129,,392,2522
1/31/20,Brooklyn,17,Individuals,,,,134,,,680
1/31/20,Brooklyn,18,Individuals,,361,,,,,828
1/31/20,Manhattan,1,Individuals,,,,,,140,
1/31/20,Manhattan,2,Individuals,,,,,,,
1/31/20,Manhattan,3,Individuals,,,755,236,28,152,353
1/31/20,Manhattan,4,Individuals,,62,380,,,605,
1/31/20,Manhattan,5,Individuals,,320,,,,2086,339
1/31/20,Manhattan,6,Individuals,,,951,,,,
1/31/20,Manhattan,7,Individuals,,204,312,,,,607
1/31/20,Manhattan,8,Individuals,,,79,,,,
1/31/20,Manhattan,9,Individuals,,,,,57,,729
1/31/20,Manhattan,10,Individuals,,400,565,,36,,829
1/31/20,Manhattan,11,Individuals,,,1365,,245,,665
1/31/20,Manhattan,12,Individuals,,,432,,,119,
1/31/20,Queens,1,Individuals,,,197,,,243,365
1/31/20,Queens,2,Individuals,,320,,,,581,237
1/31/20,Queens,3,Individuals,,,,88,,,805
1/31/20,Queens,4,Individuals,,,,161,,109,498
1/31/20,Queens,5,Individuals,,,,,,,
1/31/20,Queens,6,Individuals,,,,,,,
1/31/20,Queens,7,Individuals,,,300,,,146,
1/31/20,Queens,8,Individuals,,,,,,,316
1/31/20,Queens,9,Individuals,,,110,,,,
1/31/20,Queens,10,Individuals,308,,171,54,,436,
1/31/20,Queens,11,Individuals,,,,,,,
1/31/20,Queens,12,Individuals,,287,328,1068,,392,1180
1/31/20,Queens,13,Individuals,,,,554,,240,848
1/31/20,Queens,14,Individuals,,308,,,,184,167
1/31/20,Staten Island,1,Individuals,,,,,,,129
1/31/20,Staten Island,2,Individuals,,,,,,,
1/31/20,Staten Island,3,Individuals,,,,,,,
2/29/20,Bronx,1,Individuals,,187,222,,29,79,1258
2/29/20,Bronx,2,Individuals,,182,,,222,,821
2/29/20,Bronx,3,Individuals,,327,565,,86,279,1555
2/29/20,Bronx,4,Individuals,,,432,,1073,,2042
2/29/20,Bronx,5,Individuals,,236,496,,863,,1158
2/29/20,Bronx,6,Individuals,,68,107,92,246,,2212
2/29/20,Bronx,7,Individuals,,113,625,,261,,299
2/29/20,Bronx,8,Individuals,,,,,,,247
2/29/20,Bronx,9,Individuals,,,100,,489,,173
2/29/20,Bronx,10,Individuals,,,,,,,593
2/29/20,Bronx,11,Individuals,,,,,,,
2/29/20,Bronx,12,Individuals,,,107,,,,301
2/29/20,Brooklyn,1,Individuals,,150,732,,,93,
2/29/20,Brooklyn,2,Individuals,,171,373,,,,74
2/29/20,Brooklyn,3,Individuals,,,563,,217,192,597
2/29/20,Brooklyn,4,Individuals,,,390,60,65,147,855
2/29/20,Brooklyn,5,Individuals,,,922,246,,253,782
2/29/20,Brooklyn,6,Individuals,,,98,427,,,
2/29/20,Brooklyn,7,Individuals,,,183,157,,579,
2/29/20,Brooklyn,8,Individuals,,68,582,80,,,493
2/29/20,Brooklyn,9,Individuals,,,362,,,,446
2/29/20,Brooklyn,10,Individuals,,,,,,,
2/29/20,Brooklyn,11,Individuals,,,,,,,
2/29/20,Brooklyn,12,Individuals,,,122,,,,127
2/29/20,Brooklyn,13,Individuals,,,,,,121,
2/29/20,Brooklyn,14,Individuals,,,,,,,92
2/29/20,Brooklyn,15,Individuals,,,,,,,209
2/29/20,Brooklyn,16,Individuals,,,657,182,,352,2542
2/29/20,Brooklyn,17,Individuals,,,,136,,,706
2/29/20,Brooklyn,18,Individuals,,362,,,,,841
2/29/20,Manhattan,1,Individuals,,,,,,123,
2/29/20,Manhattan,2,Individuals,,,,,,,
2/29/20,Manhattan,3,Individuals,,,754,243,33,145,347
2/29/20,Manhattan,4,Individuals,,56,385,,,629,
2/29/20,Manhattan,5,Individuals,,326,,,,1919,343
2/29/20,Manhattan,6,Individuals,,,955,,,,
2/29/20,Manhattan,7,Individuals,,204,310,,,,601
2/29/20,Manhattan,8,Individuals,,,80,,,,
2/29/20,Manhattan,9,Individuals,,,,,,,748
2/29/20,Manhattan,10,Individuals,,398,564,,,,839
2/29/20,Manhattan,11,Individuals,,,1360,,,,657
2/29/20,Manhattan,12,Individuals,,,458,,,115,
2/29/20,Queens,1,Individuals,,,199,,,230,377
2/29/20,Queens,2,Individuals,,316,,,,493,215
2/29/20,Queens,3,Individuals,,,,90,,,815
2/29/20,Queens,4,Individuals,,,,158,,84,519
2/29/20,Queens,5,Individuals,,,23,,,,
2/29/20,Queens,6,Individuals,,,,,,,
2/29/20,Queens,7,Individuals,,,297,,,147,
2/29/20,Queens,8,Individuals,,,,,,,321
2/29/20,Queens,9,Individuals,,,112,,,,
2/29/20,Queens,10,Individuals,311,,170,50,,370,
2/29/20,Queens,11,Individuals,,,,,,,
2/29/20,Queens,12,Individuals,,281,335,1070,,318,1235
2/29/20,Queens,13,Individuals,,,,557,,213,822
2/29/20,Queens,14,Individuals,,323,8,,,178,169
2/29/20,Staten Island,1,Individuals,,,,,,,131
2/29/20,Staten Island,2,Individuals,,,,,,,
2/29/20,Staten Island,3,Individuals,,,,,,,
3/31/20,Bronx,1,Individuals,,179,223,,33,76,1268
3/31/20,Bronx,2,Individuals,,185,,,164,,791
3/31/20,Bronx,3,Individuals,,332,552,,77,276,1532
3/31/20,Bronx,4,Individuals,,,437,,993,,2138
3/31/20,Bronx,5,Individuals,,243,491,,792,,1145
3/31/20,Bronx,6,Individuals,,99,97,93,239,,2198
3/31/20,Bronx,7,Individuals,,106,623,,246,,302
3/31/20,Bronx,8,Individuals,,,,,,,247
3/31/20,Bronx,9,Individuals,,,96,,507,,198
3/31/20,Bronx,10,Individuals,,,,,,,621
3/31/20,Bronx,11,Individuals,,,,,,,
3/31/20,Bronx,12,Individuals,,,108,,,,275
3/31/20,Brooklyn,1,Individuals,,160,730,,,98,
3/31/20,Brooklyn,2,Individuals,,206,371,,,,66
3/31/20,Brooklyn,3,Individuals,,,566,,231,194,562
3/31/20,Brooklyn,4,Individuals,,,403,59,71,133,841
3/31/20,Brooklyn,5,Individuals,,,887,252,,257,646
3/31/20,Brooklyn,6,Individuals,,10,94,423,,,
3/31/20,Brooklyn,7,Individuals,,,189,206,,501,
3/31/20,Brooklyn,8,Individuals,,62,568,88,,,503
3/31/20,Brooklyn,9,Individuals,,,361,,,,443
3/31/20,Brooklyn,10,Individuals,,,,,,,
3/31/20,Brooklyn,11,Individuals,,,,,,,
3/31/20,Brooklyn,12,Individuals,,,128,,,,123
3/31/20,Brooklyn,13,Individuals,,,,,,118,
3/31/20,Brooklyn,14,Individuals,,,,,,,93
3/31/20,Brooklyn,15,Individuals,,,,,,,195
3/31/20,Brooklyn,16,Individuals,,,657,192,,339,2555
3/31/20,Brooklyn,17,Individuals,,,,136,,,693
3/31/20,Brooklyn,18,Individuals,,367,,,,,826
3/31/20,Manhattan,1,Individuals,,,,73,,124,
3/31/20,Manhattan,2,Individuals,,,,,,,
3/31/20,Manhattan,3,Individuals,,,761,227,26,147,358
3/31/20,Manhattan,4,Individuals,,2,381,17,,610,
3/31/20,Manhattan,5,Individuals,,331,,,,1876,338
3/31/20,Manhattan,6,Individuals,,,944,,,,
3/31/20,Manhattan,7,Individuals,,198,312,,,,600
3/31/20,Manhattan,8,Individuals,,,77,,,,
3/31/20,Manhattan,9,Individuals,,,,,,,756
3/31/20,Manhattan,10,Individuals,,380,562,,,,846
3/31/20,Manhattan,11,Individuals,,,1366,,,,644
3/31/20,Manhattan,12,Individuals,,,461,,,122,
3/31/20,Queens,1,Individuals,,,199,,,200,377
3/31/20,Queens,2,Individuals,,295,,,,484,228
3/31/20,Queens,3,Individuals,,,,92,,,854
3/31/20,Queens,4,Individuals,,,,161,,92,532
3/31/20,Queens,5,Individuals,,,70,,,,
3/31/20,Queens,6,Individuals,,,,,,,
3/31/20,Queens,7,Individuals,,,300,,,133,
3/31/20,Queens,8,Individuals,,,,,,,330
3/31/20,Queens,9,Individuals,,,113,,,,
3/31/20,Queens,10,Individuals,333,,165,52,,329,
3/31/20,Queens,11,Individuals,,,,,,,
3/31/20,Queens,12,Individuals,,278,345,1129,,164,1344
3/31/20,Queens,13,Individuals,,,,557,,197,815
3/31/20,Queens,14,Individuals,,309,27,,,179,160
3/31/20,Staten Island,1,Individuals,,,,,,,131
3/31/20,Staten Island,2,Individuals,,,,,,,
3/31/20,Staten Island,3,Individuals,,,,,,,
4/30/20,Bronx,1,Individuals,,187,213,,33,83,1242
4/30/20,Bronx,2,Individuals,,174,,,199,,779
4/30/20,Bronx,3,Individuals,,318,362,,79,286,1483
4/30/20,Bronx,4,Individuals,,,428,99,1019,,2053
4/30/20,Bronx,5,Individuals,,233,382,,795,,1110
4/30/20,Bronx,6,Individuals,,85,110,92,244,,2176
4/30/20,Bronx,7,Individuals,,99,596,,242,,295
4/30/20,Bronx,8,Individuals,,,,,,,244
4/30/20,Bronx,9,Individuals,,,87,,513,,212
4/30/20,Bronx,10,Individuals,,,,,,,603
4/30/20,Bronx,11,Individuals,,,,,,,
4/30/20,Bronx,12,Individuals,,,104,,,,279
4/30/20,Brooklyn,1,Individuals,,157,590,116,,97,
4/30/20,Brooklyn,2,Individuals,,109,353,,,,65
4/30/20,Brooklyn,3,Individuals,,,556,,226,193,585
4/30/20,Brooklyn,4,Individuals,,,297,242,71,,836
4/30/20,Brooklyn,5,Individuals,,,699,250,,253,564
4/30/20,Brooklyn,6,Individuals,,60,94,420,,,
4/30/20,Brooklyn,7,Individuals,,,180,401,,375,
4/30/20,Brooklyn,8,Individuals,,66,395,89,,,489
4/30/20,Brooklyn,9,Individuals,,,332,,,,440
4/30/20,Brooklyn,10,Individuals,,,,,,,
4/30/20,Brooklyn,11,Individuals,,,,,,,
4/30/20,Brooklyn,12,Individuals,,,121,99,,,126
4/30/20,Brooklyn,13,Individuals,,,,,,116,
4/30/20,Brooklyn,14,Individuals,,,,,,,95
4/30/20,Brooklyn,15,Individuals,,,,,,,179
4/30/20,Brooklyn,16,Individuals,,,626,296,,255,2517
4/30/20,Brooklyn,17,Individuals,,,,132,,,695
4/30/20,Brooklyn,18,Individuals,,361,,,,,819
4/30/20,Manhattan,1,Individuals,,,,121,,126,
4/30/20,Manhattan,2,Individuals,,,,188,,,
4/30/20,Manhattan,3,Individuals,,,751,234,22,147,359
4/30/20,Manhattan,4,Individuals,,,181,99,,571,
4/30/20,Manhattan,5,Individuals,,308,,194,,1838,305
4/30/20,Manhattan,6,Individuals,,,626,198,,,
4/30/20,Manhattan,7,Individuals,,210,268,,,,568
4/30/20,Manhattan,8,Individuals,,,69,,,,
4/30/20,Manhattan,9,Individuals,,,,,,,734
4/30/20,Manhattan,10,Individuals,,356,552,,,,834
4/30/20,Manhattan,11,Individuals,,,1332,,,,650
4/30/20,Manhattan,12,Individuals,,,433,,,119,
4/30/20,Queens,1,Individuals,,,190,58,,191,367
4/30/20,Queens,2,Individuals,,296,,,,485,217
4/30/20,Queens,3,Individuals,,,,89,,,836
4/30/20,Queens,4,Individuals,,,,162,,93,508
4/30/20,Queens,5,Individuals,,,124,,,,
4/30/20,Queens,6,Individuals,,,,,,,
4/30/20,Queens,7,Individuals,,,277,,,137,
4/30/20,Queens,8,Individuals,,,,,,,318
4/30/20,Queens,9,Individuals,,,101,,,,
4/30/20,Queens,10,Individuals,337,,163,52,,337,
4/30/20,Queens,11,Individuals,,,,,,,
4/30/20,Queens,12,Individuals,,271,305,1131,,142,1349
4/30/20,Queens,13,Individuals,,,,556,,205,800
4/30/20,Queens,14,Individuals,,306,84,,,171,143
4/30/20,Staten Island,1,Individuals,,,,,,,107
4/30/20,Staten Island,2,Individuals,,,,,,,
4/30/20,Staten Island,3,Individuals,,,,,,,
5/31/20,Bronx,1,Individuals,,181,83,,30,72,1262
5/31/20,Bronx,2,Individuals,,162,,,218,,769
5/31/20,Bronx,3,Individuals,,250,357,,94,270,1454
5/31/20,Bronx,4,Individuals,,,309,89,1053,,2035
5/31/20,Bronx,5,Individuals,,218,9,,833,,1090
5/31/20,Bronx,6,Individuals,,70,58,70,213,,2132
5/31/20,Bronx,7,Individuals,,104,298,,248,,291
5/31/20,Bronx,8,Individuals,,,,,,,235
5/31/20,Bronx,9,Individuals,,,,,486,,249
5/31/20,Bronx,10,Individuals,,,,,,,611
5/31/20,Bronx,11,Individuals,,,,,,,
5/31/20,Bronx,12,Individuals,,,102,141,,,276
